task_id,date,site_id,machine_id,machine_class,operator_id,task_type,unit,quantity,ground_condition,rain_prev_24h_mm,planned_start,planned_duration_min,actual_start,actual_end,actual_duration_min,productive_min,completed_quantity,status,avg_temp_c,rain_during_task_mm,assigned_by
T00247,2025-05-10,S02,EXC004,electric_excavator,OP1004,excavation,m3,205,dry,0.0,2025-05-10 08:08:00,211,2025-05-10 08:05:00,2025-05-10 13:25:00,320.0,201,205.0,completed,28.9,0.0,ADMIN01
T00248,2025-05-10,S02,EXC004,electric_excavator,OP1004,trenching,m3,65,dry,0.0,2025-05-10 12:34:00,104,2025-05-10 13:36:00,2025-05-10 15:42:00,126.0,106,65.0,completed,33.1,0.0,ADMIN01
T00249,2025-05-10,S02,EXC004,electric_excavator,OP1004,trenching,m3,130,dry,0.0,2025-05-10 14:28:00,208,2025-05-10 15:51:00,,,42,28.4,partial,32.9,0.0,ADMIN01
T00250,2025-05-10,S01,EXC005,electric_mini_excavator,OP1013,excavation,m3,20,dry,0.0,2025-05-10 08:08:00,96,2025-05-10 08:06:00,2025-05-10 09:33:00,87.0,72,20.0,completed,33.3,0.0,ADMIN01
T00251,2025-05-10,S01,EXC005,electric_mini_excavator,OP1013,excavation,m3,35,dry,0.0,2025-05-10 10:39:00,168,2025-05-10 09:45:00,2025-05-10 12:13:00,148.0,138,35.0,completed,36.6,0.0,ADMIN01
T00252,2025-05-10,S01,EXC005,electric_mini_excavator,OP1013,excavation,m3,25,dry,0.0,2025-05-10 13:37:00,120,2025-05-10 12:21:00,2025-05-10 15:34:00,193.0,118,25.0,completed,39.5,0.0,ADMIN01
T00253,2025-05-10,S03,EXC006,excavator,OP1006,truck_loading,m3,280,rocky,0.0,2025-05-10 08:08:00,224,2025-05-10 08:06:00,2025-05-10 13:49:00,343.0,209,280.0,completed,28.2,0.0,ADMIN01
T00254,2025-05-10,S03,EXC006,excavator,OP1006,truck_loading,m3,280,rocky,0.0,2025-05-10 12:47:00,224,2025-05-10 13:58:00,,,100,144.4,partial,31.5,0.0,ADMIN01
T00255,2025-05-10,S01,WL001,wheel_loader,OP1001,truck_loading,m3,275,dry,0.0,2025-05-10 08:08:00,165,2025-05-10 08:08:00,2025-05-10 11:16:00,188.0,147,275.0,completed,34.7,0.0,ADMIN01
T00256,2025-05-10,S01,WL001,wheel_loader,OP1001,stockpiling,m3,475,dry,0.0,2025-05-10 11:48:00,228,2025-05-10 11:27:00,,,229,453.6,partial,39.2,0.0,ADMIN01
T00257,2025-05-10,S03,WL002,wheel_loader,OP1008,truck_loading,m3,325,rocky,0.0,2025-05-10 08:08:00,195,2025-05-10 08:06:00,2025-05-10 11:23:00,197.0,174,325.0,completed,27.0,0.0,ADMIN01
T00258,2025-05-10,S03,WL002,wheel_loader,OP1008,stockpiling,m3,285,rocky,0.0,2025-05-10 12:18:00,137,2025-05-10 11:32:00,2025-05-10 15:11:00,219.0,124,285.0,completed,31.0,0.0,ADMIN01
T00259,2025-05-10,S02,DZ001,dozer,OP1009,grading,m2,1495,dry,0.0,2025-05-10 08:08:00,179,2025-05-10 08:08:00,2025-05-10 10:27:00,139.0,131,1495.0,completed,27.9,0.0,ADMIN01
T00260,2025-05-10,S02,DZ001,dozer,OP1009,site_clearing,m2,670,dry,0.0,2025-05-10 12:02:00,121,2025-05-10 10:37:00,2025-05-10 12:30:00,113.0,99,670.0,completed,31.0,0.0,ADMIN01
T00261,2025-05-10,S02,DZ001,dozer,OP1009,spreading,m3,350,dry,0.0,2025-05-10 14:13:00,229,2025-05-10 13:24:00,,,168,270.7,partial,33.0,0.0,ADMIN01
T00262,2025-05-10,S03,DZ002,dozer,OP1010,grading,m2,1005,rocky,0.0,2025-05-10 08:08:00,121,2025-05-10 08:06:00,2025-05-10 09:53:00,107.0,92,1005.0,completed,25.9,0.0,ADMIN01
T00263,2025-05-10,S03,DZ002,dozer,OP1010,site_clearing,m2,1190,rocky,0.0,2025-05-10 11:04:00,214,2025-05-10 10:04:00,2025-05-10 14:48:00,284.0,177,1190.0,completed,30.1,0.0,ADMIN01
T00264,2025-05-10,S03,DZ002,dozer,OP1010,site_clearing,m2,680,rocky,0.0,2025-05-10 14:48:00,122,2025-05-10 14:57:00,,,94,474.6,partial,31.5,0.0,ADMIN01
T00265,2025-05-10,S01,BH001,backhoe_loader,OP1011,backfilling,m3,105,dry,0.0,2025-05-10 08:08:00,216,2025-05-10 08:07:00,2025-05-10 11:59:00,232.0,189,105.0,completed,35.2,0.0,ADMIN01
T00266,2025-05-10,S01,BH001,backhoe_loader,OP1011,trenching,m3,30,dry,0.0,2025-05-10 12:39:00,108,2025-05-10 12:08:00,2025-05-10 15:02:00,174.0,111,30.0,completed,39.4,0.0,ADMIN01
T00267,2025-05-10,S01,BH001,backhoe_loader,OP1011,backfilling,m3,85,dry,0.0,2025-05-10 14:37:00,175,2025-05-10 15:12:00,,,88,43.1,partial,39.5,0.0,ADMIN01
T00268,2025-05-10,S02,BH002,backhoe_loader,OP1012,trenching,m3,45,dry,0.0,2025-05-10 08:08:00,162,2025-05-10 08:08:00,2025-05-10 10:37:00,149.0,128,45.0,completed,28.0,0.0,ADMIN01
T00269,2025-05-10,S02,BH002,backhoe_loader,OP1012,backfilling,m3,85,dry,0.0,2025-05-10 11:45:00,175,2025-05-10 10:41:00,2025-05-10 15:08:00,267.0,172,85.0,completed,32.1,0.0,ADMIN01
T00270,2025-05-12,S01,EXC001,mini_excavator,OP1001,trenching,m3,35,dry,0.0,2025-05-12 08:08:00,210,2025-05-12 08:06:00,2025-05-12 12:06:00,240.0,182,35.0,completed,35.7,0.0,ADMIN01
T00271,2025-05-12,S01,EXC001,mini_excavator,OP1001,trenching,m3,35,dry,0.0,2025-05-12 12:33:00,210,2025-05-12 12:10:00,2025-05-12 16:28:00,258.0,186,35.0,completed,39.6,0.0,ADMIN01
T00272,2025-05-12,S01,EXC002,excavator,OP1002,trenching,m3,90,dry,0.0,2025-05-12 08:08:00,144,2025-05-12 08:06:00,2025-05-12 10:28:00,142.0,110,90.0,completed,34.6,0.0,ADMIN01
T00273,2025-05-12,S01,EXC002,excavator,OP1002,trenching,m3,100,dry,0.0,2025-05-12 11:27:00,160,2025-05-12 10:38:00,2025-05-12 13:51:00,193.0,129,100.0,completed,38.1,0.0,ADMIN01
T00274,2025-05-12,S01,EXC002,excavator,OP1002,excavation,m3,195,dry,0.0,2025-05-12 14:17:00,201,2025-05-12 13:55:00,,,148,164.6,partial,39.7,0.0,ADMIN01
T00275,2025-05-12,S02,EXC003,excavator,OP1003,truck_loading,m3,135,dry,2.6,2025-05-12 08:08:00,108,2025-05-12 08:07:00,2025-05-12 10:21:00,134.0,106,135.0,completed,26.3,0.0,ADMIN01
T00276,2025-05-12,S02,EXC003,excavator,OP1003,truck_loading,m3,170,dry,2.6,2025-05-12 10:06:00,136,2025-05-12 10:27:00,2025-05-12 13:45:00,198.0,135,170.0,completed,29.1,0.0,ADMIN01
T00277,2025-05-12,S02,EXC003,excavator,OP1003,excavation,m3,155,dry,2.6,2025-05-12 12:32:00,159,2025-05-12 13:53:00,,,146,146.9,partial,30.6,0.0,ADMIN01
T00278,2025-05-12,S02,EXC004,electric_excavator,OP1004,excavation,m3,135,dry,2.6,2025-05-12 08:08:00,139,2025-05-12 08:08:00,2025-05-12 11:15:00,187.0,140,135.0,completed,26.8,0.0,ADMIN01
T00279,2025-05-12,S02,EXC004,electric_excavator,OP1004,truck_loading,m3,185,dry,2.6,2025-05-12 11:22:00,148,2025-05-12 11:21:00,2025-05-12 16:20:00,299.0,147,185.0,completed,30.2,0.0,ADMIN01
T00280,2025-05-12,S02,EXC004,electric_excavator,OP1004,excavation,m3,145,dry,2.6,2025-05-12 14:00:00,149,2025-05-12 16:29:00,,,19,17.9,partial,30.4,0.0,ADMIN01
T00281,2025-05-12,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,45,dry,0.0,2025-05-12 08:08:00,216,2025-05-12 08:05:00,2025-05-12 12:14:00,249.0,189,45.0,completed,35.8,0.0,ADMIN01
T00282,2025-05-12,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,25,dry,0.0,2025-05-12 12:39:00,120,2025-05-12 12:26:00,2025-05-12 15:47:00,201.0,129,25.0,completed,39.7,0.0,ADMIN01
T00283,2025-05-12,S03,EXC006,excavator,OP1006,truck_loading,m3,210,rocky,0.0,2025-05-12 08:08:00,168,2025-05-12 08:06:00,2025-05-12 11:26:00,200.0,134,210.0,completed,27.3,0.0,ADMIN01
T00284,2025-05-12,S03,EXC006,excavator,OP1006,truck_loading,m3,195,rocky,0.0,2025-05-12 11:51:00,156,2025-05-12 11:31:00,2025-05-12 15:15:00,224.0,135,195.0,completed,29.8,7.8,ADMIN01
T00285,2025-05-12,S03,EXC006,excavator,OP1006,trenching,m3,75,rocky,0.0,2025-05-12 14:37:00,120,2025-05-12 15:25:00,,,81,53.4,partial,29.4,0.9,ADMIN01
T00286,2025-05-12,S01,WL001,wheel_loader,OP1007,stockpiling,m3,445,dry,0.0,2025-05-12 08:08:00,214,2025-05-12 08:06:00,2025-05-12 13:44:00,338.0,207,445.0,completed,36.3,0.0,ADMIN01
T00287,2025-05-12,S01,WL001,wheel_loader,OP1007,stockpiling,m3,470,dry,0.0,2025-05-12 12:37:00,226,2025-05-12 13:54:00,,,146,264.3,partial,39.7,0.0,ADMIN01
T00288,2025-05-12,S03,WL002,wheel_loader,OP1008,stockpiling,m3,270,rocky,0.0,2025-05-12 08:08:00,130,2025-05-12 08:08:00,2025-05-12 10:52:00,164.0,115,270.0,completed,27.0,0.0,ADMIN01
T00289,2025-05-12,S03,WL002,wheel_loader,OP1008,stockpiling,m3,250,rocky,0.0,2025-05-12 10:28:00,120,2025-05-12 10:59:00,2025-05-12 14:40:00,221.0,123,250.0,completed,29.9,4.9,ADMIN01
T00290,2025-05-12,S03,WL002,wheel_loader,OP1008,truck_loading,m3,300,rocky,0.0,2025-05-12 12:38:00,180,2025-05-12 14:49:00,,,101,170.1,partial,29.4,2.9,ADMIN01
T00291,2025-05-12,S02,DZ001,dozer,OP1009,grading,m2,1610,dry,2.6,2025-05-12 08:08:00,193,2025-05-12 08:07:00,2025-05-12 11:18:00,191.0,161,1610.0,completed,26.8,0.0,ADMIN01
T00292,2025-05-12,S02,DZ001,dozer,OP1009,grading,m2,1115,dry,2.6,2025-05-12 12:16:00,134,2025-05-12 11:24:00,2025-05-12 15:20:00,236.0,111,1115.0,completed,30.0,0.0,ADMIN01
T00293,2025-05-12,S02,DZ001,dozer,OP1009,site_clearing,m2,1115,dry,2.6,2025-05-12 14:40:00,201,2025-05-12 15:28:00,,,69,451.2,partial,30.5,0.0,ADMIN01
T00294,2025-05-12,S03,DZ002,dozer,OP1010,grading,m2,1330,rocky,0.0,2025-05-12 08:08:00,160,2025-05-12 08:05:00,2025-05-12 10:43:00,158.0,124,1330.0,completed,26.9,0.0,ADMIN01
T00295,2025-05-12,S03,DZ002,dozer,OP1010,spreading,m3,150,rocky,0.0,2025-05-12 11:43:00,98,2025-05-12 10:50:00,2025-05-12 13:58:00,188.0,69,150.0,completed,30.4,0.0,ADMIN01
T00296,2025-05-12,S03,DZ002,dozer,OP1010,spreading,m3,280,rocky,0.0,2025-05-12 13:31:00,183,2025-05-12 14:07:00,,,141,247.6,partial,29.3,8.0,ADMIN01
T00297,2025-05-12,S01,BH001,backhoe_loader,OP1011,trenching,m3,35,dry,0.0,2025-05-12 08:08:00,126,2025-05-12 08:06:00,2025-05-12 10:23:00,137.0,119,35.0,completed,34.6,0.0,ADMIN01
T00298,2025-05-12,S01,BH001,backhoe_loader,OP1011,backfilling,m3,70,dry,0.0,2025-05-12 11:09:00,144,2025-05-12 10:31:00,2025-05-12 14:03:00,212.0,120,70.0,completed,38.1,0.0,ADMIN01
T00299,2025-05-12,S01,BH001,backhoe_loader,OP1011,backfilling,m3,70,dry,0.0,2025-05-12 13:43:00,144,2025-05-12 14:10:00,,,149,62.1,partial,39.7,0.0,ADMIN01
T00300,2025-05-12,S02,BH002,backhoe_loader,OP1014,backfilling,m3,65,dry,2.6,2025-05-12 08:08:00,134,2025-05-12 08:05:00,2025-05-12 10:01:00,116.0,107,65.0,completed,26.0,0.0,ADMIN01
T00301,2025-05-12,S02,BH002,backhoe_loader,OP1014,trenching,m3,30,dry,2.6,2025-05-12 10:32:00,108,2025-05-12 10:11:00,2025-05-12 12:15:00,124.0,97,30.0,completed,28.6,0.0,ADMIN01
T00302,2025-05-12,S02,BH002,backhoe_loader,OP1014,backfilling,m3,70,dry,2.6,2025-05-12 12:30:00,144,2025-05-12 12:21:00,2025-05-12 16:08:00,227.0,128,70.0,completed,30.6,0.0,ADMIN01
T00303,2025-05-13,S01,EXC001,mini_excavator,OP1001,trenching,m3,20,dry,0.0,2025-05-13 08:08:00,120,2025-05-13 08:07:00,2025-05-13 11:37:00,210.0,121,20.0,completed,36.6,0.0,ADMIN01
T00304,2025-05-13,S01,EXC001,mini_excavator,OP1001,trenching,m3,35,dry,0.0,2025-05-13 11:03:00,210,2025-05-13 11:41:00,,,203,34.2,partial,40.8,0.0,ADMIN01
T00305,2025-05-13,S01,EXC001,mini_excavator,OP1001,excavation,m3,30,dry,0.0,2025-05-13 14:43:00,144,,,,0,0.0,not_started,,0.0,ADMIN01
T00306,2025-05-13,S01,EXC002,excavator,OP1002,trenching,m3,90,dry,0.0,2025-05-13 08:08:00,144,2025-05-13 08:06:00,2025-05-13 10:25:00,139.0,121,90.0,completed,36.0,0.0,ADMIN01
T00307,2025-05-13,S01,EXC002,excavator,OP1002,truck_loading,m3,210,dry,0.0,2025-05-13 11:27:00,168,2025-05-13 10:32:00,2025-05-13 16:51:00,379.0,168,210.0,completed,40.1,0.0,ADMIN01
T00308,2025-05-13,S01,EXC002,excavator,OP1002,trenching,m3,95,dry,0.0,2025-05-13 14:25:00,152,2025-05-13 16:59:00,,,1,0.6,partial,40.8,0.0,ADMIN01
T00309,2025-05-13,S02,EXC003,excavator,OP1003,truck_loading,m3,190,dry,0.0,2025-05-13 08:08:00,152,2025-05-13 08:08:00,2025-05-13 12:23:00,255.0,151,190.0,completed,28.1,0.0,ADMIN01
T00310,2025-05-13,S02,EXC003,excavator,OP1003,trenching,m3,135,dry,0.0,2025-05-13 11:35:00,216,2025-05-13 13:18:00,,,201,116.1,partial,31.9,0.0,ADMIN01
T00311,2025-05-13,S02,EXC004,electric_excavator,OP1004,truck_loading,m3,285,dry,0.0,2025-05-13 08:08:00,228,2025-05-13 08:08:00,2025-05-13 13:46:00,338.0,200,285.0,completed,28.7,0.0,ADMIN01
T00312,2025-05-13,S02,EXC004,electric_excavator,OP1004,excavation,m3,120,dry,0.0,2025-05-13 12:51:00,123,2025-05-13 13:57:00,,,72,67.0,partial,32.1,0.0,ADMIN01
T00313,2025-05-13,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,35,dry,0.0,2025-05-13 08:08:00,210,2025-05-13 08:05:00,2025-05-13 11:53:00,228.0,183,35.0,completed,37.0,0.0,ADMIN01
T00314,2025-05-13,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,35,dry,0.0,2025-05-13 12:33:00,210,2025-05-13 12:15:00,,,188,27.5,partial,40.9,0.0,ADMIN01
T00315,2025-05-13,S03,EXC006,excavator,OP1006,truck_loading,m3,220,rocky,8.9,2025-05-13 08:08:00,176,2025-05-13 08:08:00,2025-05-13 11:00:00,172.0,130,220.0,completed,26.9,0.0,ADMIN01
T00316,2025-05-13,S03,EXC006,excavator,OP1006,excavation,m3,210,rocky,8.9,2025-05-13 11:59:00,216,2025-05-13 11:10:00,2025-05-13 15:59:00,289.0,202,210.0,completed,31.6,0.0,ADMIN01
T00317,2025-05-13,S01,WL001,wheel_loader,OP1007,stockpiling,m3,440,dry,0.0,2025-05-13 08:08:00,211,2025-05-13 08:07:00,2025-05-13 15:48:00,461.0,234,440.0,completed,38.4,0.0,ADMIN01
T00318,2025-05-13,S01,WL001,wheel_loader,OP1007,truck_loading,m3,375,dry,0.0,2025-05-13 12:34:00,225,2025-05-13 15:58:00,,,34,47.3,partial,40.8,0.0,ADMIN01
T00319,2025-05-13,S03,WL002,wheel_loader,OP1008,stockpiling,m3,290,rocky,8.9,2025-05-13 08:08:00,139,2025-05-13 08:05:00,2025-05-13 10:32:00,147.0,125,290.0,completed,26.6,0.0,ADMIN01
T00320,2025-05-13,S03,WL002,wheel_loader,OP1008,truck_loading,m3,235,rocky,8.9,2025-05-13 11:22:00,141,2025-05-13 10:42:00,2025-05-13 14:18:00,216.0,119,235.0,completed,30.7,0.0,ADMIN01
T00321,2025-05-13,S03,WL002,wheel_loader,OP1008,stockpiling,m3,385,rocky,8.9,2025-05-13 13:53:00,185,2025-05-13 14:27:00,,,102,243.4,partial,32.1,0.0,ADMIN01
T00322,2025-05-13,S02,DZ001,dozer,OP1009,spreading,m3,215,dry,0.0,2025-05-13 08:08:00,141,2025-05-13 08:05:00,2025-05-13 10:45:00,160.0,125,215.0,completed,27.2,0.0,ADMIN01
T00323,2025-05-13,S02,DZ001,dozer,OP1009,grading,m2,930,dry,0.0,2025-05-13 11:24:00,112,2025-05-13 10:55:00,2025-05-13 13:52:00,177.0,100,930.0,completed,30.7,0.0,ADMIN01
T00324,2025-05-13,S02,DZ001,dozer,OP1009,grading,m2,1180,dry,0.0,2025-05-13 13:26:00,142,2025-05-13 14:00:00,2025-05-13 16:33:00,153.0,126,1180.0,completed,32.0,0.0,ADMIN01
T00325,2025-05-13,S03,DZ002,dozer,OP1008,site_clearing,m2,615,rocky,8.9,2025-05-13 08:08:00,111,2025-05-13 08:06:00,2025-05-13 10:24:00,138.0,115,615.0,completed,26.5,0.0,ADMIN01
T00326,2025-05-13,S03,DZ002,dozer,OP1008,grading,m2,1090,rocky,8.9,2025-05-13 10:09:00,131,2025-05-13 10:29:00,2025-05-13 13:32:00,183.0,122,1090.0,completed,30.1,0.0,ADMIN01
T00327,2025-05-13,S03,DZ002,dozer,OP1008,grading,m2,1335,rocky,8.9,2025-05-13 12:30:00,160,2025-05-13 13:43:00,2025-05-13 16:53:00,190.0,152,1335.0,completed,32.2,0.0,ADMIN01
T00328,2025-05-13,S01,BH001,backhoe_loader,OP1011,backfilling,m3,70,dry,0.0,2025-05-13 08:08:00,144,2025-05-13 08:05:00,2025-05-13 11:27:00,202.0,128,70.0,completed,36.4,0.0,ADMIN01
T00329,2025-05-13,S01,BH001,backhoe_loader,OP1011,backfilling,m3,70,dry,0.0,2025-05-13 11:27:00,144,2025-05-13 11:33:00,2025-05-13 15:30:00,237.0,143,70.0,completed,40.6,0.0,ADMIN01
T00330,2025-05-13,S01,BH001,backhoe_loader,OP1011,backfilling,m3,105,dry,0.0,2025-05-13 14:01:00,216,2025-05-13 15:37:00,,,79,39.2,partial,40.9,0.0,ADMIN01
T00331,2025-05-13,S02,BH002,backhoe_loader,OP1014,backfilling,m3,50,dry,0.0,2025-05-13 08:08:00,103,2025-05-13 08:06:00,2025-05-13 09:50:00,104.0,80,50.0,completed,26.5,0.0,ADMIN01
T00332,2025-05-13,S02,BH002,backhoe_loader,OP1014,backfilling,m3,75,dry,0.0,2025-05-13 10:46:00,154,2025-05-13 10:00:00,2025-05-13 13:36:00,216.0,117,75.0,completed,30.0,0.0,ADMIN01
T00333,2025-05-13,S02,BH002,backhoe_loader,OP1014,trenching,m3,30,dry,0.0,2025-05-13 13:30:00,108,2025-05-13 13:40:00,2025-05-13 15:41:00,121.0,100,30.0,completed,32.0,0.0,ADMIN01
T00334,2025-05-14,S01,EXC001,mini_excavator,OP1005,excavation,m3,45,dry,0.0,2025-05-14 08:08:00,216,2025-05-14 08:07:00,2025-05-14 11:27:00,200.0,188,45.0,completed,35.9,0.0,ADMIN01
T00335,2025-05-14,S01,EXC001,mini_excavator,OP1005,trenching,m3,35,dry,0.0,2025-05-14 12:39:00,210,2025-05-14 11:33:00,,,227,32.3,partial,41.1,0.0,ADMIN01
T00336,2025-05-14,S01,EXC002,excavator,OP1002,trenching,m3,85,dry,0.0,2025-05-14 08:08:00,136,2025-05-14 08:08:00,2025-05-14 10:20:00,132.0,106,85.0,completed,34.9,0.0,ADMIN01
T00337,2025-05-14,S01,EXC002,excavator,OP1002,trenching,m3,140,dry,0.0,2025-05-14 11:19:00,224,2025-05-14 10:27:00,2025-05-14 16:01:00,334.0,194,140.0,completed,40.3,0.0,ADMIN01
T00338,2025-05-14,S02,EXC003,excavator,OP1003,trenching,m3,65,dry,0.0,2025-05-14 08:08:00,104,2025-05-14 08:06:00,2025-05-14 09:51:00,105.0,94,65.0,completed,26.6,0.0,ADMIN01
T00339,2025-05-14,S02,EXC003,excavator,OP1003,excavation,m3,150,dry,0.0,2025-05-14 10:47:00,154,2025-05-14 10:02:00,2025-05-14 13:33:00,211.0,149,150.0,completed,30.3,0.0,ADMIN01
T00340,2025-05-14,S02,EXC003,excavator,OP1003,excavation,m3,100,dry,0.0,2025-05-14 13:31:00,103,2025-05-14 13:42:00,2025-05-14 15:50:00,128.0,106,100.0,completed,32.5,0.0,ADMIN01
T00341,2025-05-14,S02,EXC004,electric_excavator,OP1014,trenching,m3,120,dry,0.0,2025-05-14 08:08:00,192,2025-05-14 08:05:00,2025-05-14 11:07:00,182.0,152,120.0,completed,27.6,0.0,ADMIN01
T00342,2025-05-14,S02,EXC004,electric_excavator,OP1014,truck_loading,m3,180,dry,0.0,2025-05-14 12:15:00,144,2025-05-14 11:17:00,2025-05-14 16:04:00,287.0,135,180.0,completed,32.0,0.0,ADMIN01
T00343,2025-05-14,S02,EXC004,electric_excavator,OP1014,excavation,m3,195,dry,0.0,2025-05-14 14:49:00,201,2025-05-14 16:16:00,,,33,37.7,partial,32.2,0.0,ADMIN01
T00344,2025-05-14,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,40,dry,0.0,2025-05-14 08:08:00,240,2025-05-14 08:07:00,2025-05-14 13:26:00,319.0,220,40.0,completed,36.8,0.0,ADMIN01
T00345,2025-05-14,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,45,dry,0.0,2025-05-14 13:03:00,216,2025-05-14 13:32:00,,,158,36.1,partial,41.5,0.0,ADMIN01
T00346,2025-05-14,S03,EXC006,excavator,OP1006,truck_loading,m3,140,rocky,0.0,2025-05-14 08:08:00,112,2025-05-14 08:05:00,2025-05-14 11:20:00,195.0,88,140.0,completed,26.7,0.0,ADMIN01
T00347,2025-05-14,S03,EXC006,excavator,OP1006,excavation,m3,140,rocky,0.0,2025-05-14 10:55:00,144,2025-05-14 11:29:00,2025-05-14 15:29:00,240.0,150,140.0,completed,30.9,0.0,ADMIN01
T00348,2025-05-14,S03,EXC006,excavator,OP1006,excavation,m3,185,rocky,0.0,2025-05-14 13:29:00,190,2025-05-14 15:38:00,,,57,49.7,partial,31.3,0.0,ADMIN01
T00349,2025-05-14,S01,WL001,wheel_loader,OP1007,truck_loading,m3,340,dry,0.0,2025-05-14 08:08:00,204,2025-05-14 08:05:00,2025-05-14 13:56:00,351.0,195,340.0,completed,37.2,0.0,ADMIN01
T00350,2025-05-14,S01,WL001,wheel_loader,OP1007,stockpiling,m3,390,dry,0.0,2025-05-14 12:27:00,187,2025-05-14 14:15:00,,,120,253.7,partial,41.5,0.0,ADMIN01
T00351,2025-05-14,S03,WL002,wheel_loader,OP1008,stockpiling,m3,310,rocky,0.0,2025-05-14 08:08:00,149,2025-05-14 08:06:00,2025-05-14 11:07:00,181.0,143,310.0,completed,26.3,0.0,ADMIN01
T00352,2025-05-14,S03,WL002,wheel_loader,OP1008,truck_loading,m3,210,rocky,0.0,2025-05-14 11:32:00,126,2025-05-14 11:15:00,2025-05-14 14:18:00,183.0,111,210.0,completed,30.4,0.0,ADMIN01
T00353,2025-05-14,S03,WL002,wheel_loader,OP1008,stockpiling,m3,385,rocky,0.0,2025-05-14 13:48:00,185,2025-05-14 14:28:00,,,91,245.6,partial,31.4,0.0,ADMIN01
T00354,2025-05-14,S03,DZ002,dozer,OP1010,site_clearing,m2,525,rocky,0.0,2025-05-14 08:08:00,94,2025-05-14 08:08:00,2025-05-14 10:00:00,112.0,90,525.0,completed,25.4,0.0,ADMIN01
T00355,2025-05-14,S03,DZ002,dozer,OP1010,spreading,m3,270,rocky,0.0,2025-05-14 10:37:00,177,2025-05-14 10:06:00,2025-05-14 13:42:00,216.0,137,270.0,completed,29.3,0.0,ADMIN01
T00356,2025-05-14,S03,DZ002,dozer,OP1010,spreading,m3,300,rocky,0.0,2025-05-14 13:44:00,196,2025-05-14 13:52:00,2025-05-14 16:41:00,169.0,153,300.0,completed,31.5,0.0,ADMIN01
T00357,2025-05-14,S01,BH001,backhoe_loader,OP1011,backfilling,m3,95,dry,0.0,2025-05-14 08:08:00,195,2025-05-14 08:08:00,2025-05-14 11:52:00,224.0,184,95.0,completed,36.3,0.0,ADMIN01
T00358,2025-05-14,S01,BH001,backhoe_loader,OP1011,trenching,m3,30,dry,0.0,2025-05-14 12:18:00,108,2025-05-14 11:59:00,2025-05-14 15:41:00,222.0,112,30.0,completed,41.4,0.0,ADMIN01
T00359,2025-05-14,S01,BH001,backhoe_loader,OP1011,backfilling,m3,60,dry,0.0,2025-05-14 14:16:00,123,2025-05-14 15:48:00,,,69,29.6,partial,41.3,0.0,ADMIN01
T00360,2025-05-14,S02,BH002,backhoe_loader,OP1012,backfilling,m3,100,dry,0.0,2025-05-14 08:08:00,206,2025-05-14 08:07:00,2025-05-14 12:08:00,241.0,188,100.0,completed,28.4,0.0,ADMIN01
T00361,2025-05-14,S02,BH002,backhoe_loader,OP1012,backfilling,m3,100,dry,0.0,2025-05-14 12:29:00,206,2025-05-14 12:15:00,2025-05-14 16:49:00,274.0,201,100.0,completed,32.4,0.0,ADMIN01
T00362,2025-05-15,S01,EXC001,mini_excavator,OP1001,trenching,m3,20,dry,0.0,2025-05-15 08:08:00,120,2025-05-15 08:08:00,2025-05-15 10:19:00,131.0,114,20.0,completed,33.8,0.0,ADMIN01
T00363,2025-05-15,S01,EXC001,mini_excavator,OP1001,trenching,m3,30,dry,0.0,2025-05-15 11:03:00,180,2025-05-15 10:31:00,2025-05-15 14:29:00,238.0,171,30.0,completed,37.5,0.0,ADMIN01
T00364,2025-05-15,S01,EXC001,mini_excavator,OP1001,trenching,m3,30,dry,0.0,2025-05-15 14:13:00,180,2025-05-15 14:37:00,,,57,9.4,partial,38.8,0.0,ADMIN01
T00365,2025-05-15,S01,EXC002,excavator,OP1002,trenching,m3,135,dry,0.0,2025-05-15 08:08:00,216,2025-05-15 08:07:00,2025-05-15 11:39:00,212.0,176,135.0,completed,34.7,0.0,ADMIN01
T00366,2025-05-15,S01,EXC002,excavator,OP1002,truck_loading,m3,175,dry,0.0,2025-05-15 12:39:00,140,2025-05-15 11:50:00,2025-05-15 15:13:00,203.0,120,175.0,completed,38.4,0.0,ADMIN01
T00367,2025-05-15,S02,EXC003,excavator,OP1014,excavation,m3,170,dry,0.0,2025-05-15 08:08:00,175,2025-05-15 08:05:00,2025-05-15 10:42:00,157.0,141,170.0,completed,28.1,0.0,ADMIN01
T00368,2025-05-15,S02,EXC003,excavator,OP1014,trenching,m3,65,dry,0.0,2025-05-15 11:58:00,104,2025-05-15 10:47:00,2025-05-15 12:25:00,98.0,84,65.0,completed,31.4,0.0,ADMIN01
T00369,2025-05-15,S02,EXC003,excavator,OP1014,truck_loading,m3,130,dry,0.0,2025-05-15 13:52:00,104,2025-05-15 12:29:00,2025-05-15 15:39:00,190.0,95,130.0,completed,33.6,0.0,ADMIN01
